performance_id,pgs_id,sampleset_id,reported_trait,auc_parsed_single,auc_parsed_ci_lower,auc_parsed_ci_upper,auc_native,ci_native_lower,ci_native_upper,auc_native_evaldf,ci_native_lower_evaldf,ci_native_upper_evaldf,auc_native_any,ci_native_lower_any,ci_native_upper_any,auc_single,reported_ci_lower,reported_ci_upper,auc,estimate_ci_lower,estimate_ci_upper,ancestry_eval,train_bucket
PPM022901,PGS004313,PSS012081,Incident T2D in prediabetics,0.763,0.73,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763,0.73,0.796,0.763,0.73,0.796,Middle Eastern or North African,Train: European-only
PPM022902,PGS002026,PSS012081,Incident T2D in prediabetics,0.764,0.731,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,0.731,0.797,0.764,0.731,0.797,Middle Eastern or North African,Train: European-only
PPM022903,PGS003730,PSS012081,Incident T2D in prediabetics,0.767,0.736,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767,0.736,0.798,0.767,0.736,0.798,Middle Eastern or North African,Train: Multi incl. EUR
PPM022904,PGS004839,PSS012081,Incident T2D in prediabetics,0.767,0.734,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767,0.734,0.8,0.767,0.734,0.8,Middle Eastern or North African,Train: European-only
PPM022905,PGS000020,PSS012081,Incident T2D in prediabetics,0.771,0.738,0.804,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771,0.738,0.804,0.771,0.738,0.804,Middle Eastern or North African,Train: European-only
PPM022906,PGS001357,PSS012081,Incident T2D in prediabetics,0.759,0.724,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.724,0.794,0.759,0.724,0.794,Middle Eastern or North African,Train: European-only
PPM022907,PGS003100,PSS012081,Incident T2D in prediabetics,0.762,0.727,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762,0.727,0.797,0.762,0.727,0.797,Middle Eastern or North African,Train: European-only
PPM022908,PGS003101,PSS012081,Incident T2D in prediabetics,0.762,0.727,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762,0.727,0.797,0.762,0.727,0.797,Middle Eastern or North African,Train: European-only
PPM022909,PGS002671,PSS012081,Incident T2D in prediabetics,0.77,0.739,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.739,0.801,0.77,0.739,0.801,Middle Eastern or North African,Train: European-only
PPM022910,PGS003731,PSS012081,Incident T2D in prediabetics,0.764,0.731,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,0.731,0.797,0.764,0.731,0.797,Middle Eastern or North African,Train: South Asian-only
PPM022911,PGS003998,PSS012081,Incident T2D in prediabetics,0.761,0.728,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,0.728,0.794,0.761,0.728,0.794,Middle Eastern or North African,Train: European-only
PPM022912,PGS004152,PSS012081,Incident T2D in prediabetics,0.763,0.728,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763,0.728,0.798,0.763,0.728,0.798,Middle Eastern or North African,Train: European-only
PPM022913,PGS003093,PSS012081,Incident T2D in prediabetics,0.762,0.729,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762,0.729,0.795,0.762,0.729,0.795,Middle Eastern or North African,Train: European-only
PPM022914,PGS004314,PSS012081,Incident T2D in prediabetics,0.76,0.727,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.727,0.793,0.76,0.727,0.793,Middle Eastern or North African,Train: European-only
PPM022915,PGS003732,PSS012081,Incident T2D in prediabetics,0.761,0.728,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,0.728,0.794,0.761,0.728,0.794,Middle Eastern or North African,Train: Multi excl. EUR
PPM022916,PGS000031,PSS012081,Incident T2D in prediabetics,0.77,0.737,0.803,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.737,0.803,0.77,0.737,0.803,Middle Eastern or North African,Train: European-only
PPM022917,PGS000712,PSS012081,Incident T2D in prediabetics,0.769,0.736,0.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,0.736,0.802,0.769,0.736,0.802,Middle Eastern or North African,Train: European-only
PPM022918,PGS003353,PSS012081,Incident T2D in prediabetics,0.765,0.73,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0.73,0.8,0.765,0.73,0.8,Middle Eastern or North African,Train: East Asian-only
PPM022919,PGS004024,PSS012081,Incident T2D in prediabetics,0.764,0.729,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,0.729,0.799,0.764,0.729,0.799,Middle Eastern or North African,Train: European-only
PPM022920,PGS004615,PSS012081,Incident T2D in prediabetics,0.768,0.737,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.768,0.737,0.799,0.768,0.737,0.799,Middle Eastern or North African,Train: East Asian-only
PPM022921,PGS004039,PSS012081,Incident T2D in prediabetics,0.764,0.729,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,0.729,0.799,0.764,0.729,0.799,Middle Eastern or North African,Train: European-only
PPM022922,PGS001818,PSS012081,Incident T2D in prediabetics,0.765,0.732,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0.732,0.798,0.765,0.732,0.798,Middle Eastern or North African,Train: European-only
PPM022923,PGS004310,PSS012081,Incident T2D in prediabetics,0.759,0.726,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.726,0.792,0.759,0.726,0.792,Middle Eastern or North African,Train: European-only
PPM022924,PGS003733,PSS012081,Incident T2D in prediabetics,0.765,0.732,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0.732,0.798,0.765,0.732,0.798,Middle Eastern or North African,Train: European-only
PPM022925,PGS004052,PSS012081,Incident T2D in prediabetics,0.759,0.726,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.726,0.792,0.759,0.726,0.792,Middle Eastern or North African,Train: European-only
PPM022926,PGS000713,PSS012081,Incident T2D in prediabetics,0.765,0.732,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0.732,0.798,0.765,0.732,0.798,Middle Eastern or North African,Train: European-only
PPM022927,PGS001294,PSS012081,Incident T2D in prediabetics,0.763,0.73,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.763,0.73,0.796,0.763,0.73,0.796,Middle Eastern or North African,Train: European-only
PPM022928,PGS004068,PSS012081,Incident T2D in prediabetics,0.76,0.727,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.727,0.793,0.76,0.727,0.793,Middle Eastern or North African,Train: European-only
PPM022929,PGS004223,PSS012081,Incident T2D in prediabetics,0.768,0.735,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.768,0.735,0.801,0.768,0.735,0.801,Middle Eastern or North African,Train: Multi incl. EUR
PPM022930,PGS004136,PSS012081,Incident T2D in prediabetics,0.762,0.729,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762,0.729,0.795,0.762,0.729,0.795,Middle Eastern or North African,Train: European-only
PPM022931,PGS002720,PSS012081,Incident T2D in prediabetics,0.766,0.733,0.799,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766,0.733,0.799,0.766,0.733,0.799,Middle Eastern or North African,Train: European-only
PPM022932,PGS004182,PSS012081,Incident T2D in prediabetics,0.769,0.738,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769,0.738,0.8,0.769,0.738,0.8,Middle Eastern or North African,Train: European-only
PPM022933,PGS004617,PSS012081,Incident T2D in prediabetics,0.762,0.729,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762,0.729,0.795,0.762,0.729,0.795,Middle Eastern or North African,Train: East Asian-only
PPM022934,PGS002243,PSS012081,Incident T2D in prediabetics,0.76,0.727,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.727,0.793,0.76,0.727,0.793,Middle Eastern or North African,Train: European-only
PPM022935,PGS003119,PSS012081,Incident T2D in prediabetics,0.756,0.721,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.721,0.791,0.756,0.721,0.791,Middle Eastern or North African,Train: European-only
PPM022936,PGS003728,PSS012081,Incident T2D in prediabetics,0.761,0.726,0.796,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,0.726,0.796,0.761,0.726,0.796,Middle Eastern or North African,Train: East Asian-only
PPM022937,PGS003104,PSS012081,Incident T2D in prediabetics,0.756,0.721,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.721,0.791,0.756,0.721,0.791,Middle Eastern or North African,Train: European-only
PPM022938,PGS000804,PSS012081,Incident T2D in prediabetics,0.761,0.728,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,0.728,0.794,0.761,0.728,0.794,Middle Eastern or North African,Train: Multi incl. EUR
PPM022939,PGS000852,PSS012081,Incident T2D in prediabetics,0.765,0.732,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.765,0.732,0.798,0.765,0.732,0.798,Middle Eastern or North African,Train: European-only
PPM022940,PGS000805,PSS012081,Incident T2D in prediabetics,0.759,0.726,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.726,0.792,0.759,0.726,0.792,Middle Eastern or North African,Train: European-only
PPM022941,PGS002354,PSS012081,Incident T2D in prediabetics,0.761,0.728,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,0.728,0.794,0.761,0.728,0.794,Middle Eastern or North African,Train: European-only
PPM022942,PGS003108,PSS012081,Incident T2D in prediabetics,0.757,0.722,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757,0.722,0.792,0.757,0.722,0.792,Middle Eastern or North African,Train: European-only
PPM022943,PGS003982,PSS012081,Incident T2D in prediabetics,0.757,0.722,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757,0.722,0.792,0.757,0.722,0.792,Middle Eastern or North African,Train: European-only
PPM022944,PGS003123,PSS012081,Incident T2D in prediabetics,0.759,0.724,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.724,0.794,0.759,0.724,0.794,Middle Eastern or North African,Train: European-only
PPM022945,PGS000125,PSS012081,Incident T2D in prediabetics,0.761,0.728,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,0.728,0.794,0.761,0.728,0.794,Middle Eastern or North African,Train: Multi incl. EUR
PPM022946,PGS004014,PSS012081,Incident T2D in prediabetics,0.755,0.72,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,0.72,0.79,0.755,0.72,0.79,Middle Eastern or North African,Train: European-only
PPM022947,PGS004323,PSS012081,Incident T2D in prediabetics,0.764,0.731,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,0.731,0.797,0.764,0.731,0.797,Middle Eastern or North African,Train: East Asian-only
PPM022948,PGS000032,PSS012081,Incident T2D in prediabetics,0.764,0.731,0.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.764,0.731,0.797,0.764,0.731,0.797,Middle Eastern or North African,Train: European-only
PPM022949,PGS003443,PSS012081,Incident T2D in prediabetics,0.761,0.728,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,0.728,0.794,0.761,0.728,0.794,Middle Eastern or North African,Train: Multi incl. EUR
PPM022950,PGS002379,PSS012081,Incident T2D in prediabetics,0.755,0.722,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,0.722,0.788,0.755,0.722,0.788,Middle Eastern or North African,Train: East Asian-only
PPM022951,PGS003114,PSS012081,Incident T2D in prediabetics,0.757,0.724,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757,0.724,0.79,0.757,0.724,0.79,Middle Eastern or North African,Train: European-only
PPM022952,PGS004082,PSS012081,Incident T2D in prediabetics,0.757,0.722,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.757,0.722,0.792,0.757,0.722,0.792,Middle Eastern or North African,Train: European-only
PPM022953,PGS004311,PSS012081,Incident T2D in prediabetics,0.76,0.727,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.727,0.793,0.76,0.727,0.793,Middle Eastern or North African,Train: European-only
PPM022954,PGS004226,PSS012081,Incident T2D in prediabetics,0.762,0.729,0.795,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.762,0.729,0.795,0.762,0.729,0.795,Middle Eastern or North African,Train: Multi incl. EUR
PPM022955,PGS004618,PSS012081,Incident T2D in prediabetics,0.76,0.727,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.727,0.793,0.76,0.727,0.793,Middle Eastern or North African,Train: East Asian-only
PPM022956,PGS000014,PSS012081,Incident T2D in prediabetics,0.756,0.723,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.723,0.789,0.756,0.723,0.789,Middle Eastern or North African,Train: European-only
PPM022957,PGS004868,PSS012081,Incident T2D in prediabetics,0.755,0.72,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,0.72,0.79,0.755,0.72,0.79,Middle Eastern or North African,Train: European-only
PPM022958,PGS003089,PSS012081,Incident T2D in prediabetics,0.756,0.721,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.721,0.791,0.756,0.721,0.791,Middle Eastern or North African,Train: European-only
PPM022959,PGS003110,PSS012081,Incident T2D in prediabetics,0.756,0.723,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.723,0.789,0.756,0.723,0.789,Middle Eastern or North African,Train: European-only
PPM022960,PGS002780,PSS012081,Incident T2D in prediabetics,0.75,0.715,0.785,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.715,0.785,0.75,0.715,0.785,Middle Eastern or North African,Train: European-only
PPM022961,PGS002733,PSS012081,Incident T2D in prediabetics,0.76,0.727,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.727,0.793,0.76,0.727,0.793,Middle Eastern or North African,Train: European-only
PPM022962,PGS003094,PSS012081,Incident T2D in prediabetics,0.761,0.728,0.794,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.761,0.728,0.794,0.761,0.728,0.794,Middle Eastern or North African,Train: European-only
PPM022963,PGS003113,PSS012081,Incident T2D in prediabetics,0.755,0.72,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,0.72,0.79,0.755,0.72,0.79,Middle Eastern or North African,Train: European-only
PPM022964,PGS003115,PSS012081,Incident T2D in prediabetics,0.756,0.721,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.721,0.791,0.756,0.721,0.791,Middle Eastern or North African,Train: European-only
PPM022965,PGS003116,PSS012081,Incident T2D in prediabetics,0.756,0.721,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.721,0.791,0.756,0.721,0.791,Middle Eastern or North African,Train: European-only
PPM022966,PGS003109,PSS012081,Incident T2D in prediabetics,0.76,0.727,0.793,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.727,0.793,0.76,0.727,0.793,Middle Eastern or North African,Train: European-only
PPM022967,PGS003735,PSS012081,Incident T2D in prediabetics,0.754,0.721,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754,0.721,0.787,0.754,0.721,0.787,Middle Eastern or North African,Train: African-only
PPM022968,PGS004122,PSS012081,Incident T2D in prediabetics,0.755,0.72,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,0.72,0.79,0.755,0.72,0.79,Middle Eastern or North African,Train: European-only
PPM022969,PGS004106,PSS012081,Incident T2D in prediabetics,0.759,0.726,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.726,0.792,0.759,0.726,0.792,Middle Eastern or North African,Train: European-only
PPM022970,PGS003111,PSS012081,Incident T2D in prediabetics,0.753,0.72,0.786,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753,0.72,0.786,0.753,0.72,0.786,Middle Eastern or North African,Train: European-only
PPM022971,PGS003734,PSS012081,Incident T2D in prediabetics,0.753,0.718,0.788,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.753,0.718,0.788,0.753,0.718,0.788,Middle Eastern or North African,Train: East Asian-only
PPM022972,PGS000808,PSS012081,Incident T2D in prediabetics,0.754,0.721,0.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.754,0.721,0.787,0.754,0.721,0.787,Middle Eastern or North African,Train: Multi excl. EUR
PPM022973,PGS004620,PSS012081,Incident T2D in prediabetics,0.751,0.718,0.784,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.751,0.718,0.784,0.751,0.718,0.784,Middle Eastern or North African,Train: East Asian-only
PPM022974,PGS003096,PSS012081,Incident T2D in prediabetics,0.759,0.726,0.792,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,0.726,0.792,0.759,0.726,0.792,Middle Eastern or North African,Train: European-only
PPM022975,PGS003751,PSS012081,Incident T2D in prediabetics,0.755,0.72,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,0.72,0.79,0.755,0.72,0.79,Middle Eastern or North African,Train: European-only
PPM022976,PGS003092,PSS012081,Incident T2D in prediabetics,0.756,0.723,0.789,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.756,0.723,0.789,0.756,0.723,0.789,Middle Eastern or North African,Train: European-only
PPM022977,PGS003752,PSS012081,Incident T2D in prediabetics,0.755,0.72,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.755,0.72,0.79,0.755,0.72,0.79,Middle Eastern or North African,Train: European-only
PPM022978,PGS003095,PSS012081,Incident T2D in prediabetics,0.758,0.725,0.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.758,0.725,0.791,0.758,0.725,0.791,Middle Eastern or North African,Train: European-only
PPM022979,PGS000018,PSS012083,Incident coronary artery disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM022980,PGS000036,PSS012085,Incident type 2 diabetes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM022981,PGS000334,PSS012082,Incident Alzheimer's disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM022982,PGS000662,PSS012084,Incident prostate cancer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: Multi incl. EUR
PPM022989,PGS005282,PSS012087,IgA nephropathy,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59,NA,NA,0.59,NA,NA,East Asian,Train: Multi incl. EUR
PPM022990,PGS005283,PSS012087,IgA nephropathy,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,0.63,NA,NA,East Asian,Train: Multi incl. EUR
PPM022991,PGS005284,PSS012087,IgA nephropathy,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,0.63,NA,NA,East Asian,Train: Multi incl. EUR
PPM022992,PGS005285,PSS012088,incident all-cause heart failure cases,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,East Asian,Train: Multi incl. EUR
PPM022995,PGS005287,PSS012090,Prevalent atrial fibrillation or flutter,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703,NA,NA,0.703,NA,NA,European,Train: European-only
PPM022996,PGS005288,PSS012091,Prevalent atrial fibrillation or flutter,0.689964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.689964,NA,NA,0.689964,NA,NA,European,Train: European-only
PPM022997,PGS005289,PSS012092,Prevalent atrial fibrillation or flutter,0.6813004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6813004,NA,NA,0.6813004,NA,NA,European,Train: European-only
PPM022998,PGS005290,PSS012090,Prevalent atrial fibrillation or flutter,0.703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.703,NA,NA,0.703,NA,NA,European,Train: European-only
PPM022999,PGS005291,PSS012091,Prevalent atrial fibrillation or flutter,0.6933057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6933057,NA,NA,0.6933057,NA,NA,European,Train: European-only
PPM023000,PGS005292,PSS012092,Prevalent atrial fibrillation or flutter,0.6844453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6844453,NA,NA,0.6844453,NA,NA,European,Train: European-only
PPM023001,PGS005293,PSS012090,"Prevalent coronary artery disease defined as myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, unstable angina and chronic ischemic heart disease.",0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772,NA,NA,0.772,NA,NA,European,Train: European-only
PPM023002,PGS005294,PSS012091,"Prevalent coronary artery disease defined as myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, unstable angina and chronic ischemic heart disease.",0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,NA,NA,0.7,NA,NA,European,Train: European-only
PPM023003,PGS005295,PSS012092,"Prevalent coronary artery disease defined as myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, unstable angina and chronic ischemic heart disease.",0.6921811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6921811,NA,NA,0.6921811,NA,NA,European,Train: European-only
PPM023004,PGS005296,PSS012090,"Prevalent coronary artery disease defined as myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, unstable angina and chronic ischemic heart disease.",0.772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.772,NA,NA,0.772,NA,NA,European,Train: Multi incl. EUR
PPM023005,PGS005297,PSS012091,"Prevalent coronary artery disease defined as myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, unstable angina and chronic ischemic heart disease.",0.6860317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6860317,NA,NA,0.6860317,NA,NA,European,Train: Multi incl. EUR
PPM023006,PGS005298,PSS012092,"Prevalent coronary artery disease defined as myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, unstable angina and chronic ischemic heart disease.",0.6919077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6919077,NA,NA,0.6919077,NA,NA,European,Train: Multi incl. EUR
PPM023007,PGS005299,PSS012090,Prevalent heart failure,0.616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616,NA,NA,0.616,NA,NA,European,Train: European-only
PPM023008,PGS005300,PSS012090,Prevalent heart failure,0.612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.612,NA,NA,0.612,NA,NA,European,Train: European-only
PPM023009,PGS005301,PSS012091,Prevalent heart failure,0.62709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62709,NA,NA,0.62709,NA,NA,European,Train: European-only
PPM023010,PGS005302,PSS012092,Prevalent heart failure,0.5748171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5748171,NA,NA,0.5748171,NA,NA,European,Train: European-only
PPM023011,PGS005303,PSS012090,Prevalent heart failure,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.613,NA,NA,0.613,NA,NA,European,Train: European-only
PPM023012,PGS005304,PSS012090,Prevalent heart failure,0.611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611,NA,NA,0.611,NA,NA,European,Train: European-only
PPM023013,PGS005305,PSS012091,Prevalent heart failure,0.628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628,NA,NA,0.628,NA,NA,European,Train: European-only
PPM023014,PGS005306,PSS012092,Prevalent heart failure,0.5717812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5717812,NA,NA,0.5717812,NA,NA,European,Train: European-only
PPM023015,PGS005307,PSS012098,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023016,PGS005308,PSS012098,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023017,PGS005309,PSS012098,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023018,PGS005310,PSS012098,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023019,PGS005307,PSS012094,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023020,PGS005308,PSS012094,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023021,PGS005309,PSS012094,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023022,PGS005310,PSS012094,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023023,PGS005307,PSS012096,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023024,PGS005308,PSS012096,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023025,PGS005309,PSS012096,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023026,PGS005310,PSS012096,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023027,PGS005307,PSS012095,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023028,PGS005308,PSS012095,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023029,PGS005309,PSS012095,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023030,PGS005310,PSS012095,Severe psoriasis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023031,PGS005311,PSS012093,Severe psoriasis (BSTOP) vs. any psoriasis (UKB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023031,PGS005311,PSS012093,Severe psoriasis (BSTOP) vs. any psoriasis (UKB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
PPM023032,PGS005312,PSS012093,Severe psoriasis (BSTOP) vs. any psoriasis (UKB),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,European,Train: European-only
